"specimen_number","longitude","latitude","elev_prism_m","clim_year","clim_month","ppt_mm","tmin","tave","tmax","clim_date"
"RSA0029044",-119.6589,35.0414,832,1991,8,0,15.4,23.5,31.5,199108
"RSA0029044",-119.6589,35.0414,832,1991,9,0,15.8,23.7,31.7,199109
"RSA0029044",-119.6589,35.0414,832,1991,10,5.55,11.3,19.4,27.4,199110
"RSA0029044",-119.6589,35.0414,832,1991,11,0.47,5.3,12.3,19.3,199111
"RSA0029044",-119.6589,35.0414,832,1991,12,46.67,4.5,9.8,15.1,199112
"RSA0029044",-119.6589,35.0414,832,1992,1,36.86,2,7.7,13.4,199201
"RSA0029044",-119.6589,35.0414,832,1992,2,93.41,6.7,10.8,15,199202
"RSA0029044",-119.6589,35.0414,832,1992,3,48.65,5.8,10.5,15.3,199203
"RSA0029044",-119.6589,35.0414,832,1992,4,0,8.3,15.2,22.1,199204
"RSA0029044",-119.6589,35.0414,832,1992,5,1.17,11.3,19.6,27.9,199205
"RSA0029044",-119.6589,35.0414,832,1992,6,0,12.9,21.1,29.3,199206
"RSA0029044",-119.6589,35.0414,832,1992,7,29.46,16.1,23.5,30.9,199207
"RSA0029044",-119.6589,35.0414,832,1992,8,0,19,26.7,34.4,199208
"RSA0029044",-119.6589,35.0414,832,1992,9,0,14,22.3,30.6,199209
"RSA0029044",-119.6589,35.0414,832,1992,10,16.44,12.2,18.8,25.3,199210
"RSA0029044",-119.6589,35.0414,832,1992,11,0,7.1,12.4,17.6,199211
"RSA0029044",-119.6589,35.0414,832,1992,12,47.53,3.1,7.8,12.6,199212
"RSA0029044",-119.6589,35.0414,832,1993,1,83.5,3.1,7.7,12.2,199301
"RSA0029044",-119.6589,35.0414,832,1993,2,93.31,4.6,8.7,12.8,199302
"RSA0029044",-119.6589,35.0414,832,1993,3,47.16,6.7,12.2,17.7,199303
"RSA0029044",-119.6589,35.0414,832,1993,4,0,5.3,12.5,19.6,199304
"RSA0029044",-119.6589,35.0414,832,1993,5,0.33,9.1,17,25,199305
"RSA0029044",-119.6589,35.0414,832,1993,6,2.04,12.1,20.7,29.3,199306
"RSA0029044",-119.6589,35.0414,832,1993,7,0,14.2,22.8,31.5,199307
"RSA0029044",-119.6589,35.0414,832,1993,8,0,16.8,24.4,31.9,199308
"RSA0029044",-119.6589,35.0414,832,1993,9,0,14.4,21.9,29.4,199309
"RSA0029044",-119.6589,35.0414,832,1993,10,6.21,11.7,18.1,24.5,199310
"RSA0029044",-119.6589,35.0414,832,1993,11,13.62,6.3,12.5,18.7,199311
"RSA0029044",-119.6589,35.0414,832,1993,12,24.02,3.3,8.8,14.4,199312
"RSA0029044",-119.6589,35.0414,832,1994,1,20.61,1.9,9.2,16.5,199401
"RSA0029044",-119.6589,35.0414,832,1994,2,60.36,3.5,8.4,13.3,199402
"RSA0029044",-119.6589,35.0414,832,1994,3,24.49,6.5,12.4,18.4,199403
"RSA0029044",-119.6589,35.0414,832,1994,4,12.12,7.3,14.1,20.8,199404
"RSA0029044",-119.6589,35.0414,832,1994,5,21.44,8.5,16,23.6,199405
"RSA0029044",-119.6589,35.0414,832,1994,6,0,14.4,22.8,31.3,199406
"RSA0029044",-119.6589,35.0414,832,1994,7,0,17.2,26.1,35,199407
"RSA0029044",-119.6589,35.0414,832,1994,8,0,18.8,26.6,34.3,199408
"RSA0029044",-119.6589,35.0414,832,1994,9,16.7,14.8,22.1,29.4,199409
"RSA0029044",-119.6589,35.0414,832,1994,10,6.02,9.6,16.1,22.6,199410
"RSA0029044",-119.6589,35.0414,832,1994,11,26.03,2.5,8.1,13.8,199411
"RSA0029044",-119.6589,35.0414,832,1994,12,32.28,3.3,8.6,13.8,199412
"RSA0029044",-119.6589,35.0414,832,1995,1,156.47,5.4,9.4,13.3,199501
"RSA0029044",-119.6589,35.0414,832,1995,2,23.02,7,12.5,18,199502
"RSA0029044",-119.6589,35.0414,832,1995,3,110.76,5.7,10.4,15,199503
"RSA0029044",-119.6589,35.0414,832,1995,4,11.06,5.3,11.9,18.5,199504
"RSA0029044",-119.6589,35.0414,832,1995,5,11.97,8.1,14.7,21.3,199505
"RSA0029044",-119.6589,35.0414,832,1995,6,6.29,11.8,19.8,27.8,199506
"RSA0029044",-119.6589,35.0414,832,1995,7,0.39,16,24.3,32.5,199507
"RSA0029044",-119.6589,35.0414,832,1995,8,0,17.5,25.6,33.8,199508
"RSA0029044",-119.6589,35.0414,832,1995,9,0,15.5,23.5,31.4,199509
"RSA0029044",-119.6589,35.0414,832,1995,10,0,9.3,17.9,26.4,199510
"RSA0029044",-119.6589,35.0414,832,1995,11,4.65,8.9,15.4,21.9,199511
"RSA0029044",-119.6589,35.0414,832,1995,12,24.01,5.6,10.8,16,199512
"RSA599543",-119.1115,34.9435,899,1981,1,33.59,2.8,9.3,15.7,198101
"RSA599543",-119.1115,34.9435,899,1981,2,26.71,3.8,9.7,15.5,198102
"RSA599543",-119.1115,34.9435,899,1981,3,102.18,3.7,9.5,15.2,198103
"RSA599543",-119.1115,34.9435,899,1981,4,11.56,6.4,13.6,20.7,198104
"RSA599543",-119.1115,34.9435,899,1981,5,19.83,9.6,17.6,25.5,198105
"RSA599543",-119.1115,34.9435,899,1981,6,0,15.2,24.3,33.3,198106
"RSA599543",-119.1115,34.9435,899,1981,7,0,16.3,25.4,34.5,198107
"RSA599543",-119.1115,34.9435,899,1981,8,0,16.8,25.7,34.5,198108
"RSA599543",-119.1115,34.9435,899,1981,9,0.12,14.5,22.6,30.8,198109
"RSA599543",-119.1115,34.9435,899,1981,10,34.29,6.5,13.8,21,198110
"RSA599543",-119.1115,34.9435,899,1981,11,32.73,5.2,11.4,17.5,198111
"RSA599543",-119.1115,34.9435,899,1981,12,8.36,2.4,8.5,14.7,198112
"RSA599543",-119.1115,34.9435,899,1982,1,43.41,0.5,5.5,10.5,198201
"RSA599543",-119.1115,34.9435,899,1982,2,18,3.2,8.5,13.8,198202
"RSA599543",-119.1115,34.9435,899,1982,3,90.34,2.4,8.4,14.3,198203
"RSA599543",-119.1115,34.9435,899,1982,4,47.9,4.4,11.1,17.7,198204
"RSA599543",-119.1115,34.9435,899,1982,5,0,9.2,17.5,25.8,198205
"RSA599543",-119.1115,34.9435,899,1982,6,0.9,10.7,19.1,27.5,198206
"RSA599543",-119.1115,34.9435,899,1982,7,0,14.9,23.3,31.8,198207
"RSA599543",-119.1115,34.9435,899,1982,8,7.7,14.5,23.1,31.8,198208
"RSA599543",-119.1115,34.9435,899,1982,9,23.78,12.2,19.4,26.5,198209
"RSA599543",-119.1115,34.9435,899,1982,10,13.2,7.9,15.4,23,198210
"RSA599543",-119.1115,34.9435,899,1982,11,45.39,3.5,9.4,15.2,198211
"RSA599543",-119.1115,34.9435,899,1982,12,40.14,1.4,6.5,11.6,198212
"RSA599543",-119.1115,34.9435,899,1983,1,88.26,1.1,7.4,13.7,198301
"RSA599543",-119.1115,34.9435,899,1983,2,60.9,3.1,8.1,13.1,198302
"RSA599543",-119.1115,34.9435,899,1983,3,166.98,4.6,9.5,14.5,198303
"RSA599543",-119.1115,34.9435,899,1983,4,38.45,3,9.8,16.6,198304
"RSA599543",-119.1115,34.9435,899,1983,5,13.21,7.9,16.3,24.6,198305
"RSA599543",-119.1115,34.9435,899,1983,6,0,12.4,20.6,28.8,198306
"RSA599543",-119.1115,34.9435,899,1983,7,0,11.8,21.2,30.6,198307
"RSA599543",-119.1115,34.9435,899,1983,8,32.27,15.8,23.5,31.3,198308
"RSA599543",-119.1115,34.9435,899,1983,9,11.19,14.3,22.1,29.8,198309
"RSA599543",-119.1115,34.9435,899,1983,10,95.19,9.2,16.3,23.5,198310
"RSA599543",-119.1115,34.9435,899,1983,11,35.26,3.8,9.1,14.5,198311
"RSA599543",-119.1115,34.9435,899,1983,12,51.64,2.4,7.2,12.1,198312
"RSA599543",-119.1115,34.9435,899,1984,1,4.72,3.3,8.6,13.9,198401
"RSA599543",-119.1115,34.9435,899,1984,2,8.96,2.8,8.2,13.6,198402
"RSA599543",-119.1115,34.9435,899,1984,3,9.63,5.5,11.2,16.9,198403
"RSA599543",-119.1115,34.9435,899,1984,4,12.3,4.8,11.8,18.7,198404
"RSA599543",-119.1115,34.9435,899,1984,5,0,10.7,19.1,27.4,198405
"RSA599543",-119.1115,34.9435,899,1984,6,1.5,11,20,29.1,198406
"RSA599543",-119.1115,34.9435,899,1984,7,4.36,16.4,25.4,34.5,198407
"RSA599543",-119.1115,34.9435,899,1984,8,0.7,16.2,25.2,34.1,198408
"RSA599543",-119.1115,34.9435,899,1984,9,4.27,15.1,23.7,32.3,198409
"RSA599543",-119.1115,34.9435,899,1984,10,2.53,5.6,13.8,22,198410
"RSA599543",-119.1115,34.9435,899,1984,11,39.61,2.5,8.7,15,198411
"RSA599543",-119.1115,34.9435,899,1984,12,65.89,-0.1,5,10.1,198412
"RSA599543",-119.1115,34.9435,899,1985,1,24.35,-0.2,6.1,12.3,198501
"RSA599543",-119.1115,34.9435,899,1985,2,15.19,2,7.7,13.4,198502
"RSA599543",-119.1115,34.9435,899,1985,3,22.2,2.5,8.9,15.3,198503
"RSA599543",-119.1115,34.9435,899,1985,4,3.07,5.7,14.9,24.1,198504
"RSA599543",-119.1115,34.9435,899,1985,5,0,7.4,16.3,25.2,198505
"RSA599543",-119.1115,34.9435,899,1985,6,6.47,14.3,23.3,32.3,198506
"RSA599543",-119.1115,34.9435,899,1985,7,0.45,16.1,25.3,34.5,198507
"RSA599543",-119.1115,34.9435,899,1985,8,0,14,23.4,32.8,198508
"RSA599543",-119.1115,34.9435,899,1985,9,13.61,9,17.1,25.2,198509
"RSA599543",-119.1115,34.9435,899,1985,10,7.47,8,15.3,22.7,198510
"RSA599543",-119.1115,34.9435,899,1985,11,40.81,2.6,8.1,13.6,198511
"RSA599543",-119.1115,34.9435,899,1985,12,12.04,1.6,7.5,13.4,198512
"RSA599543",-119.1115,34.9435,899,1986,1,43.31,5.3,10.6,15.8,198601
"RSA599543",-119.1115,34.9435,899,1986,2,44.21,3.8,9.3,14.8,198602
"RSA599543",-119.1115,34.9435,899,1986,3,57.54,6.1,11.6,17,198603
"RSA599543",-119.1115,34.9435,899,1986,4,34.84,5.3,12.7,20.2,198604
"RSA599543",-119.1115,34.9435,899,1986,5,5.41,9.4,17.4,25.5,198605
"RSA599543",-119.1115,34.9435,899,1986,6,0,13.5,22.7,31.9,198606
"RSA599543",-119.1115,34.9435,899,1986,7,1.63,13.5,22.7,32,198607
"RSA599543",-119.1115,34.9435,899,1986,8,0,16.9,25.5,34.2,198608
"RSA599543",-119.1115,34.9435,899,1986,9,2.93,8.3,16.8,25.3,198609
"RSA599543",-119.1115,34.9435,899,1986,10,0,8.3,15.8,23.4,198610
"RSA599543",-119.1115,34.9435,899,1986,11,27.82,4.2,10.7,17.2,198611
"RSA599543",-119.1115,34.9435,899,1986,12,16.09,1.7,7.3,12.9,198612
"RSA599543",-119.1115,34.9435,899,1987,1,37.98,-1,4.7,10.4,198701
"RSA599543",-119.1115,34.9435,899,1987,2,22.96,0.8,7.1,13.4,198702
"RSA599543",-119.1115,34.9435,899,1987,3,43.13,3.3,8.3,13.3,198703
"RSA599543",-119.1115,34.9435,899,1987,4,7.54,6.6,15.6,24.6,198704
"RSA599543",-119.1115,34.9435,899,1987,5,40.91,8.6,17.3,25.9,198705
"RSA599543",-119.1115,34.9435,899,1987,6,4.72,14.3,22.8,31.3,198706
"RSA599543",-119.1115,34.9435,899,1987,7,0.73,12.6,21.3,30,198707
"RSA599543",-119.1115,34.9435,899,1987,8,0,15.4,23.8,32.3,198708
"RSA599543",-119.1115,34.9435,899,1987,9,2.71,13.5,21.6,29.8,198709
"RSA599543",-119.1115,34.9435,899,1987,10,28.08,13,19.4,25.7,198710
"RSA599543",-119.1115,34.9435,899,1987,11,64.08,4,9.3,14.5,198711
"RSA599543",-119.1115,34.9435,899,1987,12,55.17,-0.4,4.5,9.4,198712
"RSA599543",-119.1115,34.9435,899,1988,1,45.95,0.8,6.5,12.2,198801
"RSA599543",-119.1115,34.9435,899,1988,2,33.82,4.2,9.9,15.7,198802
"RSA599543",-119.1115,34.9435,899,1988,3,27.02,4.9,10.8,16.6,198803
"RSA599543",-119.1115,34.9435,899,1988,4,52.7,6.8,13.6,20.5,198804
"RSA599543",-119.1115,34.9435,899,1988,5,11.62,8.3,16.4,24.6,198805
"RSA599543",-119.1115,34.9435,899,1988,6,0,10.4,19.5,28.5,198806
"RSA599543",-119.1115,34.9435,899,1988,7,0.93,17.5,26.1,34.7,198807
"RSA599543",-119.1115,34.9435,899,1988,8,0,15.3,23.8,32.3,198808
"RSA599543",-119.1115,34.9435,899,1988,9,0.01,12.4,21.2,30.1,198809
"RSA599543",-119.1115,34.9435,899,1988,10,0.27,9.6,18,26.3,198810
"RSA599543",-119.1115,34.9435,899,1988,11,13.32,4.3,10.1,15.8,198811
"RSA599543",-119.1115,34.9435,899,1988,12,39.81,1.8,7,12.1,198812
"RSA599543",-119.1115,34.9435,899,1989,1,16.89,0.4,5.6,10.8,198901
"RSA599543",-119.1115,34.9435,899,1989,2,43.19,1.3,6.4,11.5,198902
"RSA599543",-119.1115,34.9435,899,1989,3,9.69,5,11.1,17.2,198903
"RSA599543",-119.1115,34.9435,899,1989,4,6.27,9.9,16.8,23.8,198904
"RSA599543",-119.1115,34.9435,899,1989,5,13.79,8.4,16.5,24.8,198905
"RSA599543",-119.1115,34.9435,899,1989,6,0,12,21,30,198906
"RSA599543",-119.1115,34.9435,899,1989,7,0,16.8,25.2,33.6,198907
"RSA599543",-119.1115,34.9435,899,1989,8,0,13.7,22.4,31,198908
"RSA599543",-119.1115,34.9435,899,1989,9,16.1,13.1,21,28.8,198909
"RSA599543",-119.1115,34.9435,899,1989,10,14.2,9,16,23,198910
"RSA599543",-119.1115,34.9435,899,1989,11,0.33,7,13.2,19.4,198911
"RSA599543",-119.1115,34.9435,899,1989,12,0,-0.4,7.4,15.3,198912
"RSA599543",-119.1115,34.9435,899,1990,1,36.09,2,7.4,12.8,199001
"RSA599543",-119.1115,34.9435,899,1990,2,21.05,0.9,6.7,12.5,199002
"RSA599543",-119.1115,34.9435,899,1990,3,6.8,5.6,11.5,17.4,199003
"RSA599543",-119.1115,34.9435,899,1990,4,7.04,7.4,14.7,22,199004
"RSA599543",-119.1115,34.9435,899,1990,5,28.8,6.7,15.5,24.3,199005
"RSA599543",-119.1115,34.9435,899,1990,6,0,12.8,21.1,29.4,199006
"RSA599543",-119.1115,34.9435,899,1990,7,0,17,25.4,33.7,199007
"RSA599543",-119.1115,34.9435,899,1990,8,0.06,14.6,23,31.4,199008
"RSA599543",-119.1115,34.9435,899,1990,9,3.53,13.3,21.1,29,199009
"RSA599543",-119.1115,34.9435,899,1990,10,0.02,10.8,18.8,26.8,199010
"RSA599543",-119.1115,34.9435,899,1990,11,9.39,4.7,10.8,16.8,199011
"RSA599543",-119.1115,34.9435,899,1990,12,6.17,-0.1,5.3,10.8,199012
"RSA599543",-119.1115,34.9435,899,1991,1,19.38,2.1,7.5,12.9,199101
"RSA599543",-119.1115,34.9435,899,1991,2,12.81,7,12.8,18.6,199102
"RSA599543",-119.1115,34.9435,899,1991,3,192.84,2,7,12,199103
"RSA599543",-119.1115,34.9435,899,1991,4,0,4.3,11.2,18,199104
"RSA599543",-119.1115,34.9435,899,1991,5,6.37,6.8,14.9,23,199105
"RSA599543",-119.1115,34.9435,899,1991,6,0.57,10.9,19.6,28.3,199106
"RSA599543",-119.1115,34.9435,899,1991,7,0,15.9,24.9,34,199107
"RSA599543",-119.1115,34.9435,899,1991,8,0.02,14,22.6,31.1,199108
"RSA599543",-119.1115,34.9435,899,1991,9,0.55,15.2,23.2,31.3,199109
"RSA599543",-119.1115,34.9435,899,1991,10,12.42,13.2,20.1,26.9,199110
"RSA599543",-119.1115,34.9435,899,1991,11,0.59,5.7,12.1,18.5,199111
"RSA599543",-119.1115,34.9435,899,1991,12,53.54,3,8.1,13.3,199112
"RSA599543",-119.1115,34.9435,899,1992,1,38.56,1.7,6.8,12,199201
"RSA599543",-119.1115,34.9435,899,1992,2,160.05,4.5,9.1,13.7,199202
"RSA599543",-119.1115,34.9435,899,1992,3,80.07,4.5,9.2,14,199203
"RSA599543",-119.1115,34.9435,899,1992,4,9.36,8.6,15.4,22.3,199204
"RSA599543",-119.1115,34.9435,899,1992,5,19.94,10.7,19.5,28.3,199205
"RSA599543",-119.1115,34.9435,899,1992,6,0,11.9,20.8,29.6,199206
"RSA599543",-119.1115,34.9435,899,1992,7,8.4,14.8,23.1,31.4,199207
"RSA599543",-119.1115,34.9435,899,1992,8,0,17.3,25.5,33.7,199208
"RSA599543",-119.1115,34.9435,899,1992,9,0,15.4,22.6,29.9,199209
"RSA599543",-119.1115,34.9435,899,1992,10,26.24,11.7,18,24.3,199210
"RSA599543",-119.1115,34.9435,899,1992,11,0.58,5.3,10.7,16.2,199211
"RSA599543",-119.1115,34.9435,899,1992,12,90.36,0.6,5.7,10.7,199212
"RSA599543",-119.1115,34.9435,899,1993,1,124.73,2,6.7,11.3,199301
"RSA599543",-119.1115,34.9435,899,1993,2,159.19,2.7,7.2,11.7,199302
"RSA599543",-119.1115,34.9435,899,1993,3,67.69,7.3,13.1,18.8,199303
"RSA599543",-119.1115,34.9435,899,1993,4,1.33,6.9,12.9,19,199304
"RSA599543",-119.1115,34.9435,899,1993,5,0.2,9.9,17.6,25.4,199305
"RSA599543",-119.1115,34.9435,899,1993,6,24.11,13.6,21.3,29,199306
"RSA599543",-119.1115,34.9435,899,1993,7,0,14.5,23.3,32,199307
"RSA599543",-119.1115,34.9435,899,1993,8,0,14.6,23.1,31.6,199308
"RSA599543",-119.1115,34.9435,899,1993,9,0,14.1,22,29.9,199309
"RSA599543",-119.1115,34.9435,899,1993,10,6.45,10.9,17.6,24.4,199310
"RSA599543",-119.1115,34.9435,899,1993,11,21.52,4.6,10.6,16.6,199311
"RSA599543",-119.1115,34.9435,899,1993,12,28.51,1.6,7.5,13.4,199312
"RSA599543",-119.1115,34.9435,899,1994,1,19.83,0.6,8,15.4,199401
"RSA599543",-119.1115,34.9435,899,1994,2,63.8,1.8,6.9,12,199402
"RSA599543",-119.1115,34.9435,899,1994,3,32.63,5.7,11.9,18.2,199403
"RSA599543",-119.1115,34.9435,899,1994,4,18.31,6.7,13.8,20.8,199404
"RSA599543",-119.1115,34.9435,899,1994,5,31.97,8.5,16.1,23.7,199405
"RSA599543",-119.1115,34.9435,899,1994,6,0,13.6,22.3,31,199406
"RSA599543",-119.1115,34.9435,899,1994,7,0,17,25.7,34.3,199407
"RSA599543",-119.1115,34.9435,899,1994,8,0,17.5,25.5,33.6,199408
"RSA599543",-119.1115,34.9435,899,1994,9,5.75,13,21.4,29.8,199409
"RSA599543",-119.1115,34.9435,899,1994,10,35.07,7.9,15.4,22.9,199410
"RSA599543",-119.1115,34.9435,899,1994,11,21.28,1.6,7.3,13.1,199411
"RSA599543",-119.1115,34.9435,899,1994,12,29.74,2.5,7.8,13.1,199412
"RSA599543",-119.1115,34.9435,899,1995,1,182.81,4,8.4,12.8,199501
"RSA599543",-119.1115,34.9435,899,1995,2,23.53,4.5,10.7,17,199502
"RSA599543",-119.1115,34.9435,899,1995,3,134.18,4,9.1,14.2,199503
"RSA599543",-119.1115,34.9435,899,1995,4,28.56,5.1,11.9,18.7,199504
"RSA599543",-119.1115,34.9435,899,1995,5,34.6,7.6,14.6,21.7,199505
"RSA599543",-119.1115,34.9435,899,1995,6,6.63,11.5,19.8,28.1,199506
"RSA599543",-119.1115,34.9435,899,1995,7,0.32,15,23.7,32.4,199507
"RSA599543",-119.1115,34.9435,899,1995,8,0.01,17.5,25.4,33.4,199508
"RSA599543",-119.1115,34.9435,899,1995,9,0,15.7,23.3,30.9,199509
"RSA599543",-119.1115,34.9435,899,1995,10,0,11.1,18.5,26,199510
"RSA599543",-119.1115,34.9435,899,1995,11,2.23,9.6,16.1,22.6,199511
"RSA599543",-119.1115,34.9435,899,1995,12,37.85,4.6,10.1,15.6,199512
"RSA614188",-119.1083,34.95,899,1981,1,33.59,2.8,9.3,15.7,198101
"RSA614188",-119.1083,34.95,899,1981,2,26.71,3.8,9.7,15.5,198102
"RSA614188",-119.1083,34.95,899,1981,3,102.18,3.7,9.5,15.2,198103
"RSA614188",-119.1083,34.95,899,1981,4,11.56,6.4,13.6,20.7,198104
"RSA614188",-119.1083,34.95,899,1981,5,19.83,9.6,17.6,25.5,198105
"RSA614188",-119.1083,34.95,899,1981,6,0,15.2,24.3,33.3,198106
"RSA614188",-119.1083,34.95,899,1981,7,0,16.3,25.4,34.5,198107
"RSA614188",-119.1083,34.95,899,1981,8,0,16.8,25.7,34.5,198108
"RSA614188",-119.1083,34.95,899,1981,9,0.12,14.5,22.6,30.8,198109
"RSA614188",-119.1083,34.95,899,1981,10,34.29,6.5,13.8,21,198110
"RSA614188",-119.1083,34.95,899,1981,11,32.73,5.2,11.4,17.5,198111
"RSA614188",-119.1083,34.95,899,1981,12,8.36,2.4,8.5,14.7,198112
"RSA614188",-119.1083,34.95,899,1982,1,43.41,0.5,5.5,10.5,198201
"RSA614188",-119.1083,34.95,899,1982,2,18,3.2,8.5,13.8,198202
"RSA614188",-119.1083,34.95,899,1982,3,90.34,2.4,8.4,14.3,198203
"RSA614188",-119.1083,34.95,899,1982,4,47.9,4.4,11.1,17.7,198204
"RSA614188",-119.1083,34.95,899,1982,5,0,9.2,17.5,25.8,198205
"RSA614188",-119.1083,34.95,899,1982,6,0.9,10.7,19.1,27.5,198206
"RSA614188",-119.1083,34.95,899,1982,7,0,14.9,23.3,31.8,198207
"RSA614188",-119.1083,34.95,899,1982,8,7.7,14.5,23.1,31.8,198208
"RSA614188",-119.1083,34.95,899,1982,9,23.78,12.2,19.4,26.5,198209
"RSA614188",-119.1083,34.95,899,1982,10,13.2,7.9,15.4,23,198210
"RSA614188",-119.1083,34.95,899,1982,11,45.39,3.5,9.4,15.2,198211
"RSA614188",-119.1083,34.95,899,1982,12,40.14,1.4,6.5,11.6,198212
"RSA614188",-119.1083,34.95,899,1983,1,88.26,1.1,7.4,13.7,198301
"RSA614188",-119.1083,34.95,899,1983,2,60.9,3.1,8.1,13.1,198302
"RSA614188",-119.1083,34.95,899,1983,3,166.98,4.6,9.5,14.5,198303
"RSA614188",-119.1083,34.95,899,1983,4,38.45,3,9.8,16.6,198304
"RSA614188",-119.1083,34.95,899,1983,5,13.21,7.9,16.3,24.6,198305
"RSA614188",-119.1083,34.95,899,1983,6,0,12.4,20.6,28.8,198306
"RSA614188",-119.1083,34.95,899,1983,7,0,11.8,21.2,30.6,198307
"RSA614188",-119.1083,34.95,899,1983,8,32.27,15.8,23.5,31.3,198308
"RSA614188",-119.1083,34.95,899,1983,9,11.19,14.3,22.1,29.8,198309
"RSA614188",-119.1083,34.95,899,1983,10,95.19,9.2,16.3,23.5,198310
"RSA614188",-119.1083,34.95,899,1983,11,35.26,3.8,9.1,14.5,198311
"RSA614188",-119.1083,34.95,899,1983,12,51.64,2.4,7.2,12.1,198312
"RSA614188",-119.1083,34.95,899,1984,1,4.72,3.3,8.6,13.9,198401
"RSA614188",-119.1083,34.95,899,1984,2,8.96,2.8,8.2,13.6,198402
"RSA614188",-119.1083,34.95,899,1984,3,9.63,5.5,11.2,16.9,198403
"RSA614188",-119.1083,34.95,899,1984,4,12.3,4.8,11.8,18.7,198404
"RSA614188",-119.1083,34.95,899,1984,5,0,10.7,19.1,27.4,198405
"RSA614188",-119.1083,34.95,899,1984,6,1.5,11,20,29.1,198406
"RSA614188",-119.1083,34.95,899,1984,7,4.36,16.4,25.4,34.5,198407
"RSA614188",-119.1083,34.95,899,1984,8,0.7,16.2,25.2,34.1,198408
"RSA614188",-119.1083,34.95,899,1984,9,4.27,15.1,23.7,32.3,198409
"RSA614188",-119.1083,34.95,899,1984,10,2.53,5.6,13.8,22,198410
"RSA614188",-119.1083,34.95,899,1984,11,39.61,2.5,8.7,15,198411
"RSA614188",-119.1083,34.95,899,1984,12,65.89,-0.1,5,10.1,198412
"RSA614188",-119.1083,34.95,899,1985,1,24.35,-0.2,6.1,12.3,198501
"RSA614188",-119.1083,34.95,899,1985,2,15.19,2,7.7,13.4,198502
"RSA614188",-119.1083,34.95,899,1985,3,22.2,2.5,8.9,15.3,198503
"RSA614188",-119.1083,34.95,899,1985,4,3.07,5.7,14.9,24.1,198504
"RSA614188",-119.1083,34.95,899,1985,5,0,7.4,16.3,25.2,198505
"RSA614188",-119.1083,34.95,899,1985,6,6.47,14.3,23.3,32.3,198506
"RSA614188",-119.1083,34.95,899,1985,7,0.45,16.1,25.3,34.5,198507
"RSA614188",-119.1083,34.95,899,1985,8,0,14,23.4,32.8,198508
"RSA614188",-119.1083,34.95,899,1985,9,13.61,9,17.1,25.2,198509
"RSA614188",-119.1083,34.95,899,1985,10,7.47,8,15.3,22.7,198510
"RSA614188",-119.1083,34.95,899,1985,11,40.81,2.6,8.1,13.6,198511
"RSA614188",-119.1083,34.95,899,1985,12,12.04,1.6,7.5,13.4,198512
"RSA614188",-119.1083,34.95,899,1986,1,43.31,5.3,10.6,15.8,198601
"RSA614188",-119.1083,34.95,899,1986,2,44.21,3.8,9.3,14.8,198602
"RSA614188",-119.1083,34.95,899,1986,3,57.54,6.1,11.6,17,198603
"RSA614188",-119.1083,34.95,899,1986,4,34.84,5.3,12.7,20.2,198604
"RSA614188",-119.1083,34.95,899,1986,5,5.41,9.4,17.4,25.5,198605
"RSA614188",-119.1083,34.95,899,1986,6,0,13.5,22.7,31.9,198606
"RSA614188",-119.1083,34.95,899,1986,7,1.63,13.5,22.7,32,198607
"RSA614188",-119.1083,34.95,899,1986,8,0,16.9,25.5,34.2,198608
"RSA614188",-119.1083,34.95,899,1986,9,2.93,8.3,16.8,25.3,198609
"RSA614188",-119.1083,34.95,899,1986,10,0,8.3,15.8,23.4,198610
"RSA614188",-119.1083,34.95,899,1986,11,27.82,4.2,10.7,17.2,198611
"RSA614188",-119.1083,34.95,899,1986,12,16.09,1.7,7.3,12.9,198612
"RSA614188",-119.1083,34.95,899,1987,1,37.98,-1,4.7,10.4,198701
"RSA614188",-119.1083,34.95,899,1987,2,22.96,0.8,7.1,13.4,198702
"RSA614188",-119.1083,34.95,899,1987,3,43.13,3.3,8.3,13.3,198703
"RSA614188",-119.1083,34.95,899,1987,4,7.54,6.6,15.6,24.6,198704
"RSA614188",-119.1083,34.95,899,1987,5,40.91,8.6,17.3,25.9,198705
"RSA614188",-119.1083,34.95,899,1987,6,4.72,14.3,22.8,31.3,198706
"RSA614188",-119.1083,34.95,899,1987,7,0.73,12.6,21.3,30,198707
"RSA614188",-119.1083,34.95,899,1987,8,0,15.4,23.8,32.3,198708
"RSA614188",-119.1083,34.95,899,1987,9,2.71,13.5,21.6,29.8,198709
"RSA614188",-119.1083,34.95,899,1987,10,28.08,13,19.4,25.7,198710
"RSA614188",-119.1083,34.95,899,1987,11,64.08,4,9.3,14.5,198711
"RSA614188",-119.1083,34.95,899,1987,12,55.17,-0.4,4.5,9.4,198712
"RSA614188",-119.1083,34.95,899,1988,1,45.95,0.8,6.5,12.2,198801
"RSA614188",-119.1083,34.95,899,1988,2,33.82,4.2,9.9,15.7,198802
"RSA614188",-119.1083,34.95,899,1988,3,27.02,4.9,10.8,16.6,198803
"RSA614188",-119.1083,34.95,899,1988,4,52.7,6.8,13.6,20.5,198804
"RSA614188",-119.1083,34.95,899,1988,5,11.62,8.3,16.4,24.6,198805
"RSA614188",-119.1083,34.95,899,1988,6,0,10.4,19.5,28.5,198806
"RSA614188",-119.1083,34.95,899,1988,7,0.93,17.5,26.1,34.7,198807
